id,username,round,instruction
1086,b202500620370,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1087,b202500620370,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1088,b202500620370,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1089,b202500620370,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1090,b202500620370,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1091,b202500620370,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1092,b202500620370,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1093,b202500620251,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1094,b202500620251,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1095,b202500620251,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1096,b202500620251,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1097,b202500620251,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1098,b202500620251,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1099,b202500620251,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1100,b202500620251,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1101,a202300800004,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1102,a202300800004,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1103,a202300800004,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1104,a202300800004,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1105,a202300800004,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1106,a202300800004,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1107,a202300800004,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1108,a202300800004,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1109,a202400810181,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1110,a202400810181,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1111,a202400810181,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1112,a202400810181,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1113,a202400810181,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1114,a202400810181,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1115,a202400810181,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1116,a202400810181,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1117,a202400630081,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1118,a202400630081,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1119,a202400630081,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1120,a202400630081,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1121,a202400630081,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1122,a202400630081,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1123,a202400630081,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1124,a202400630081,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1125,b202400820061,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1126,b202400820061,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1127,b202400820061,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1128,b202400820061,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1129,b202400820061,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1130,b202400820061,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1131,b202400820061,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1132,b202400820061,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1133,b202200630044,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1134,b202200630044,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1135,b202200630044,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1136,b202200630044,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1137,b202200630044,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1138,b202200630044,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1139,b202200630044,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1140,b202200630044,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1141,b202300630186,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1142,b202300630186,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1143,b202300630186,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1144,b202300630186,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1145,b202300630186,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1146,b202300630186,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1147,b202300630186,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1148,b202300630186,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1149,b202300630176,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1150,b202300630176,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1151,b202300630176,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1152,b202300630176,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1153,b202300630176,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1154,b202300630176,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1155,b202300630176,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1156,b202300630176,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1157,a202500620273,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1158,a202500620273,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1159,a202500620273,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1160,a202500620273,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1161,a202500620273,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1162,a202500620273,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1163,a202500620273,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1164,a202500620273,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1165,b202500610001,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1166,b202500610001,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1167,b202500610001,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1168,b202500610001,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1169,b202500610001,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1170,b202500610001,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1171,b202500610001,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1172,b202500610001,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1173,b202500620113,1,现在进入第1轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1174,b202500620113,2,现在进入第2轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1175,b202500620113,3,现在进入第3轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1176,b202500620113,4,现在进入第4轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1177,b202500620113,5,现在进入第5轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1178,b202500620113,6,现在进入第6轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1179,b202500620113,7,现在进入第7轮。请先与AI智能选品系统 Intelliselect 沟通后再做决策。本轮决策时间为15分钟。
1180,b202500620113,8,现在进入第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1181,F006,1,现在进入第1轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1182,F006,2,现在进入第2轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1183,F006,3,现在进入正式的第1轮。本轮决策时间为20分钟。
1184,F006,4,现在进入正式的第2轮。本轮决策时间为20分钟。
1185,F006,5,现在进入正式的第3轮。本轮决策时间为20分钟。
1186,F006,6,现在进入正式的第4轮。本轮决策时间为20分钟。
1187,F006,7,现在进入正式的第5轮。本轮决策时间为20分钟。
1188,F006,8,现在进入正式的第6轮。本轮决策时间为20分钟。
1189,F006,9,现在进入正式的第7轮。本轮决策时间为20分钟。
1190,F006,10,现在进入正式的第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1191,F007,1,现在进入第1轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1192,F007,2,现在进入第2轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1193,F007,3,现在进入正式的第1轮。本轮决策时间为20分钟。
1194,F007,4,现在进入正式的第2轮。本轮决策时间为20分钟。
1195,F007,5,现在进入正式的第3轮。本轮决策时间为20分钟。
1196,F007,6,现在进入正式的第4轮。本轮决策时间为20分钟。
1197,F007,7,现在进入正式的第5轮。本轮决策时间为20分钟。
1198,F007,8,现在进入正式的第6轮。本轮决策时间为20分钟。
1199,F007,9,现在进入正式的第7轮。本轮决策时间为20分钟。
1200,F007,10,现在进入正式的第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1201,F008,1,现在进入第1轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1202,F008,2,现在进入第2轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1203,F008,3,现在进入正式的第1轮。本轮决策时间为20分钟。
1204,F008,4,现在进入正式的第2轮。本轮决策时间为20分钟。
1205,F008,5,现在进入正式的第3轮。本轮决策时间为20分钟。
1206,F008,6,现在进入正式的第4轮。本轮决策时间为20分钟。
1207,F008,7,现在进入正式的第5轮。本轮决策时间为20分钟。
1208,F008,8,现在进入正式的第6轮。本轮决策时间为20分钟。
1209,F008,9,现在进入正式的第7轮。本轮决策时间为20分钟。
1210,F008,10,现在进入正式的第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1211,F009,1,现在进入第1轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1212,F009,2,现在进入第2轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1213,F009,3,现在进入正式的第1轮。本轮决策时间为20分钟。
1214,F009,4,现在进入正式的第2轮。本轮决策时间为20分钟。
1215,F009,5,现在进入正式的第3轮。本轮决策时间为20分钟。
1216,F009,6,现在进入正式的第4轮。本轮决策时间为20分钟。
1217,F009,7,现在进入正式的第5轮。本轮决策时间为20分钟。
1218,F009,8,现在进入正式的第6轮。本轮决策时间为20分钟。
1219,F009,9,现在进入正式的第7轮。本轮决策时间为20分钟。
1220,F009,10,现在进入正式的第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
1221,F010,1,现在进入第1轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1222,F010,2,现在进入第2轮（练习轮次）。本轮为练习轮次，时间为5分钟。本轮所有产品和结果均为虚拟数据，不计入最终成绩，请重点熟悉系统操作流程。
1223,F010,3,现在进入正式的第1轮。本轮决策时间为20分钟。
1224,F010,4,现在进入正式的第2轮。本轮决策时间为20分钟。
1225,F010,5,现在进入正式的第3轮。本轮决策时间为20分钟。
1226,F010,6,现在进入正式的第4轮。本轮决策时间为20分钟。
1227,F010,7,现在进入正式的第5轮。本轮决策时间为20分钟。
1228,F010,8,现在进入正式的第6轮。本轮决策时间为20分钟。
1229,F010,9,现在进入正式的第7轮。本轮决策时间为20分钟。
1230,F010,10,现在进入正式的第8轮（最后一轮）。本轮无需再做选品决策，请直接点击【我已完成决策】。
